children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,age_range,debt_name,children_range,income_range,purpose_classified,creditworthy
2,42.0,32,secondary education,1,married,0,M,partner,1,189395.5233808484,university education,30-40,deudor,con hijos,27000+,education,1
0,15.0,54,secondary education,1,married,0,F,employee,1,78534.88277515487,property,50-60,deudor,sin hijos,27000+,real estate,1
0,6.0,54,secondary education,1,divorced,3,M,employee,1,131091.76631912813,purchase of the house for my family,50-60,deudor,sin hijos,27000+,real estate,1
0,4.0,37,secondary education,1,civil partnership,1,F,employee,1,71132.71947148652,to have a wedding,30-40,deudor,sin hijos,27000+,wedding,1
2,37.0,33,secondary education,1,married,0,M,employee,1,153894.87373447017,car purchase,30-40,deudor,con hijos,27000+,car,1
0,34.0,39,secondary education,1,unmarried,4,M,partner,1,158050.75643367894,building a real estate,30-40,deudor,sin hijos,27000+,real estate,1
1,86.0,36,masters degree,0,married,0,F,partner,1,349012.6151293291,purchase of the house,30-40,deudor,con hijos,27000+,real estate,1
0,89.0,31,secondary education,1,unmarried,4,F,partner,1,162912.48863297427,housing transactions,30-40,deudor,sin hijos,27000+,real estate,1
0,138.0,33,secondary education,1,married,0,F,employee,1,155601.16256521086,getting higher education,30-40,deudor,sin hijos,27000+,education,1
2,12.0,34,secondary education,1,civil partnership,1,F,partner,1,67484.39660825572,to have a wedding,30-40,deudor,con hijos,27000+,wedding,1
0,160.0,45,secondary education,1,widow / widower,2,F,partner,1,332295.09419438743,buy commercial real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,61.0,49,secondary education,1,widow / widower,2,M,employee,1,200720.32573713345,building a property,40-50,deudor,sin hijos,27000+,real estate,1
1,51.0,34,masters degree,0,married,0,F,partner,1,175086.10165646538,buy real estate,30-40,deudor,con hijos,27000+,real estate,1
0,15274.0,65,secondary education,1,widow / widower,2,F,retiree,1,151461.4172218182,second-hand car purchase,60+,deudor,sin hijos,27000+,car,1
0,96.0,46,secondary education,1,unmarried,4,F,partner,1,113628.45856823944,buy commercial real estate,40-50,deudor,sin hijos,27000+,real estate,1
1,133.0,31,secondary education,1,unmarried,4,M,employee,1,369739.16711502406,buy residential real estate,30-40,deudor,con hijos,27000+,real estate,1
0,9.0,22,secondary education,1,civil partnership,1,M,employee,1,360764.742241622,to have a wedding,20-30,deudor,sin hijos,27000+,wedding,1
0,30.0,34,secondary education,1,unmarried,4,M,partner,1,69511.9072241896,buying property for renting out,30-40,deudor,sin hijos,27000+,real estate,1
1,86.0,46,secondary education,1,widow / widower,2,F,employee,1,177254.25054639153,purchase of the house for my family,40-50,deudor,con hijos,27000+,real estate,1
1,11.0,28,secondary education,1,civil partnership,1,F,employee,1,124390.61292279308,real estate transactions,20-30,deudor,con hijos,27000+,real estate,1
0,11.0,35,secondary education,1,married,0,F,employee,1,371188.6067232796,purchase of my own house,30-40,deudor,sin hijos,27000+,real estate,1
1,200.0,37,secondary education,1,married,0,F,employee,1,214448.97213196653,buying property for renting out,30-40,deudor,con hijos,27000+,real estate,1
0,13845.0,66,secondary education,1,widow / widower,2,F,retiree,1,55238.4849595045,purchase of a car,60+,deudor,sin hijos,27000+,car,1
0,520.0,53,masters degree,0,unmarried,4,F,employee,1,239842.71165600288,cars,50-60,deudor,sin hijos,27000+,car,1
0,60.0,53,secondary education,1,married,0,M,employee,1,109183.13261709132,university education,50-60,deudor,sin hijos,27000+,education,1
0,39.0,28,masters degree,0,married,0,F,civil servant,1,79365.83812980595,buy commercial real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,16559.0,66,secondary education,1,unmarried,4,F,retiree,1,129535.82729275436,housing,60+,deudor,sin hijos,27000+,real estate,1
0,13952.0,51,secondary education,1,married,0,M,retiree,1,141048.90688911645,purchase of my own house,50-60,deudor,sin hijos,27000+,real estate,1
1,204.0,34,secondary education,1,married,0,M,employee,1,188475.35735367573,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
1,60.0,27,secondary education,1,married,0,F,employee,1,256239.9641061257,purchase of the house,20-30,deudor,con hijos,27000+,real estate,1
0,41.0,26,secondary education,1,unmarried,4,M,employee,1,120732.8151675569,getting an education,20-30,deudor,sin hijos,27000+,education,1
3,27.0,27,bachelor degree,2,divorced,3,M,partner,1,142527.24478676118,building a property,20-30,deudor,con hijos,27000+,real estate,1
0,18.0,26,secondary education,1,married,0,M,employee,1,174534.06478484382,property,20-30,deudor,sin hijos,27000+,real estate,1
0,14921.0,67,secondary education,1,married,0,F,retiree,1,89596.68407965594,going to university,60+,deudor,sin hijos,27000+,education,1
0,9.0,27,secondary education,1,civil partnership,1,F,partner,1,120371.37592120672,getting higher education,20-30,deudor,sin hijos,27000+,education,1
0,14818.0,56,secondary education,1,divorced,3,F,retiree,1,177979.06058872046,getting an education,50-60,deudor,sin hijos,27000+,education,1
0,16448.0,69,secondary education,1,civil partnership,1,M,retiree,1,39083.20933438473,wedding ceremony,60+,deudor,sin hijos,27000+,wedding,1
0,107.0,25,secondary education,1,married,0,F,partner,1,108174.55531097823,to own a car,20-30,deudor,sin hijos,27000+,car,1
0,71.0,35,secondary education,1,married,0,M,employee,1,90374.4048766088,buying my own car,30-40,deudor,sin hijos,27000+,car,1
0,72.0,51,secondary education,1,civil partnership,1,M,employee,1,102567.2120922972,buying my own car,50-60,deudor,sin hijos,27000+,car,1
0,68.0,31,secondary education,1,married,0,M,partner,1,217680.2999839632,getting higher education,30-40,deudor,sin hijos,27000+,education,1
1,10.0,34,secondary education,1,civil partnership,1,F,employee,1,130876.7331747725,building a property,30-40,deudor,con hijos,27000+,real estate,1
1,19.0,39,secondary education,1,civil partnership,1,M,employee,1,150442.89522437946,buying property for renting out,30-40,deudor,con hijos,27000+,real estate,1
0,51.0,30,secondary education,1,civil partnership,1,F,partner,1,120014.03080952256,wedding ceremony,30-40,deudor,sin hijos,27000+,wedding,1
2,42.0,33,masters degree,0,civil partnership,1,F,employee,1,204362.6653099729,purchase of the house for my family,30-40,deudor,con hijos,27000+,real estate,1
0,14.0,39,masters degree,0,married,0,F,partner,1,208215.82836892208,buy residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
2,325.0,46,secondary education,1,married,0,M,employee,1,143410.86483381275,building a real estate,40-50,deudor,con hijos,27000+,real estate,1
0,112.0,27,masters degree,0,civil partnership,1,F,civil servant,1,158086.73529719946,profile education,20-30,deudor,sin hijos,27000+,education,1
0,16.0,34,secondary education,1,unmarried,4,M,employee,1,102259.38068456412,building a real estate,30-40,deudor,sin hijos,27000+,real estate,1
2,66.0,27,secondary education,1,married,0,F,employee,1,115693.95134864905,getting higher education,20-30,deudor,con hijos,27000+,education,1
0,48.0,32,secondary education,1,married,0,M,employee,1,134240.29789979686,profile education,30-40,deudor,sin hijos,27000+,education,1
0,26.0,52,secondary education,1,civil partnership,1,M,employee,1,102521.0750817386,wedding ceremony,50-60,deudor,sin hijos,27000+,wedding,1
0,130.0,39,secondary education,1,married,0,F,employee,1,69767.73591244282,education,30-40,deudor,sin hijos,27000+,education,1
0,81.0,49,masters degree,0,divorced,3,F,employee,1,94899.31061057876,getting higher education,40-50,deudor,sin hijos,27000+,education,1
1,10.0,41,secondary education,1,married,0,M,partner,1,64110.540193461726,cars,40-50,deudor,con hijos,27000+,car,1
1,8.0,43,secondary education,1,married,0,F,partner,1,167889.2999427598,to buy a car,40-50,deudor,con hijos,27000+,car,1
0,304.0,46,secondary education,1,widow / widower,2,F,employee,1,110617.5608046326,getting higher education,40-50,deudor,sin hijos,27000+,education,1
0,22.0,33,masters degree,0,unmarried,4,M,employee,1,99372.92072805484,transactions with my real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,94.0,59,secondary education,1,divorced,3,F,civil servant,1,172338.5885133085,going to university,50-60,deudor,sin hijos,27000+,education,1
0,32.0,48,bachelor degree,2,divorced,3,F,partner,1,286287.2756137379,real estate transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,42.0,19,secondary education,1,unmarried,4,M,employee,1,93343.1327081813,transactions with my real estate,10-20,deudor,sin hijos,27000+,real estate,1
1,38.0,28,secondary education,1,married,0,M,employee,1,100984.19936791564,buying a second-hand car,20-30,deudor,con hijos,27000+,car,1
0,80.0,26,masters degree,0,civil partnership,1,F,employee,1,163995.4383025764,purchase of my own house,20-30,deudor,sin hijos,27000+,real estate,1
1,43.0,50,secondary education,1,civil partnership,1,M,employee,1,102238.42285501031,having a wedding,50-60,deudor,con hijos,27000+,wedding,1
1,94.0,31,secondary education,1,civil partnership,1,F,employee,1,165586.1291860343,property renovation,30-40,deudor,con hijos,27000+,real estate,1
3,36.0,41,masters degree,0,married,0,M,employee,1,166571.73298454293,to become educated,40-50,deudor,con hijos,27000+,education,1
0,15.0,46,secondary education,1,unmarried,4,M,employee,1,311898.7489328633,cars,40-50,deudor,sin hijos,27000+,car,1
4,25.0,28,secondary education,1,married,0,M,employee,1,183135.71140017707,purchase of the house,20-30,deudor,con hijos,27000+,real estate,1
1,131.0,26,secondary education,1,married,0,M,employee,1,189828.45068470592,to become educated,20-30,deudor,con hijos,27000+,education,1
0,219.0,44,secondary education,1,unmarried,4,F,employee,1,216240.5761900437,cars,40-50,deudor,sin hijos,27000+,car,1
1,23.0,39,secondary education,1,divorced,3,F,employee,1,227979.33274975308,building a property,30-40,deudor,con hijos,27000+,real estate,1
1,288.0,46,secondary education,1,married,0,F,employee,1,171959.71745298943,education,40-50,deudor,con hijos,27000+,education,1
1,42.0,43,secondary education,1,unmarried,4,M,employee,1,107342.75102010564,purchase of the house,40-50,deudor,con hijos,27000+,real estate,1
0,16254.0,65,secondary education,1,widow / widower,2,F,retiree,1,133670.05224607908,car,60+,deudor,sin hijos,27000+,car,1
1,16515.0,43,secondary education,1,civil partnership,1,F,retiree,1,133040.65332566953,getting an education,40-50,deudor,con hijos,27000+,education,1
0,15142.0,67,secondary education,1,married,0,F,retiree,1,169951.46720956554,housing,60+,deudor,sin hijos,27000+,real estate,1
0,105.0,37,secondary education,1,civil partnership,1,F,partner,1,181598.0035893053,having a wedding,30-40,deudor,sin hijos,27000+,wedding,1
1,14020.0,66,secondary education,1,widow / widower,2,F,retiree,1,154095.48994038894,buy commercial real estate,60+,deudor,con hijos,27000+,real estate,1
0,13884.0,56,secondary education,1,married,0,M,retiree,1,73442.9945725539,to buy a car,50-60,deudor,sin hijos,27000+,car,1
0,14356.0,60,secondary education,1,widow / widower,2,F,retiree,1,72389.80252508694,buy real estate,60+,deudor,sin hijos,27000+,real estate,1
0,131.0,39,secondary education,1,civil partnership,1,F,employee,1,112424.80250545609,building a property,30-40,deudor,sin hijos,27000+,real estate,1
2,21.0,50,secondary education,1,civil partnership,1,M,partner,1,169780.8986283039,having a wedding,50-60,deudor,con hijos,27000+,wedding,1
3,124.0,41,secondary education,1,married,0,F,employee,1,172969.9150725156,purchase of the house,40-50,deudor,con hijos,27000+,real estate,1
1,50.0,45,secondary education,1,civil partnership,1,M,employee,1,149151.58579846472,car,40-50,deudor,con hijos,27000+,car,1
0,168.0,54,secondary education,1,married,0,M,employee,1,256694.90408151768,going to university,50-60,deudor,sin hijos,27000+,education,1
0,11.0,40,secondary education,1,civil partnership,1,M,employee,1,85371.41175671648,to have a wedding,40-50,deudor,sin hijos,27000+,wedding,1
1,33.0,30,secondary education,1,married,0,F,employee,1,109377.58106355664,going to university,30-40,deudor,con hijos,27000+,education,1
0,47.0,54,secondary education,1,unmarried,4,M,employee,1,109582.9552780831,to get asupplementary education,50-60,deudor,sin hijos,27000+,education,1
1,15.0,27,bachelor degree,2,married,0,M,employee,1,144398.76946662978,education,20-30,deudor,con hijos,27000+,education,1
0,99.0,53,secondary education,1,married,0,M,employee,1,157910.1892959666,buying property for renting out,50-60,deudor,sin hijos,27000+,real estate,1
0,45.0,31,secondary education,1,married,0,F,employee,1,121977.80590092944,purchase of the house for my family,30-40,deudor,sin hijos,27000+,real estate,1
1,38.0,28,masters degree,0,married,0,F,employee,1,140948.44815401337,building a property,20-30,deudor,con hijos,27000+,real estate,1
2,67.0,29,secondary education,1,married,0,F,employee,1,108901.12133738025,cars,20-30,deudor,con hijos,27000+,car,1
0,126.0,49,masters degree,0,married,0,M,employee,1,162161.17747361862,building a real estate,40-50,deudor,sin hijos,27000+,real estate,1
2,38.0,44,secondary education,1,civil partnership,1,F,employee,1,442277.9559027469,to have a wedding,40-50,deudor,con hijos,27000+,wedding,1
0,39.0,23,secondary education,1,unmarried,4,M,partner,1,107227.60680529937,to get asupplementary education,20-30,deudor,sin hijos,27000+,education,1
0,208.0,44,secondary education,1,married,0,F,partner,1,200677.52335919556,buying my own car,40-50,deudor,sin hijos,27000+,car,1
1,219.0,38,secondary education,1,divorced,3,F,employee,1,159694.01842626225,car,30-40,deudor,con hijos,27000+,car,1
3,57.0,29,secondary education,1,married,0,F,employee,1,181158.4237891468,property renovation,20-30,deudor,con hijos,27000+,real estate,1
2,24.0,48,secondary education,1,civil partnership,1,F,employee,1,125518.05941922398,having a wedding,40-50,deudor,con hijos,27000+,wedding,1
2,62.0,47,masters degree,0,married,0,M,partner,1,171220.9134351226,purchase of my own house,40-50,deudor,con hijos,27000+,real estate,1
0,112.0,52,secondary education,1,married,0,M,partner,1,171946.8306892684,purchase of the house for my family,50-60,deudor,sin hijos,27000+,real estate,1
0,43.0,55,secondary education,1,civil partnership,1,M,employee,1,145523.19374211182,to have a wedding,50-60,deudor,sin hijos,27000+,wedding,1
1,37.0,32,secondary education,1,married,0,M,employee,1,142136.7711110923,construction of own property,30-40,deudor,con hijos,27000+,real estate,1
2,47.0,33,masters degree,0,married,0,M,employee,1,325670.64193656377,buying my own car,30-40,deudor,con hijos,27000+,car,1
0,107.0,34,secondary education,1,married,0,M,partner,1,67310.87352445669,university education,30-40,deudor,sin hijos,27000+,education,1
1,20.0,37,secondary education,1,divorced,3,M,employee,1,167213.476030769,property,30-40,deudor,con hijos,27000+,real estate,1
1,167.0,31,masters degree,0,married,0,F,partner,1,134657.5003021425,car purchase,30-40,deudor,con hijos,27000+,car,1
0,28.0,25,masters degree,0,divorced,3,F,employee,1,83307.93452446358,car,20-30,deudor,sin hijos,27000+,car,1
1,45.0,35,secondary education,1,married,0,F,partner,1,137218.9374066205,buying my own car,30-40,deudor,con hijos,27000+,car,1
1,65.0,24,masters degree,0,unmarried,4,F,employee,1,87681.59907261931,building a real estate,20-30,deudor,con hijos,27000+,real estate,1
0,21.0,44,secondary education,1,married,0,M,employee,1,241658.9409821084,purchase of the house for my family,40-50,deudor,sin hijos,27000+,real estate,1
0,14711.0,32,secondary education,1,married,0,M,retiree,1,165724.07333659034,car,30-40,deudor,sin hijos,27000+,car,1
1,126.0,35,masters degree,0,married,0,M,partner,1,199504.0712617805,housing transactions,30-40,deudor,con hijos,27000+,real estate,1
0,81.0,48,masters degree,0,civil partnership,1,F,employee,1,124782.37591130982,car purchase,40-50,deudor,sin hijos,27000+,car,1
0,14074.0,53,secondary education,1,married,0,M,retiree,1,96465.31195191536,purchase of my own house,50-60,deudor,sin hijos,27000+,real estate,1
0,87.0,25,secondary education,1,married,0,M,employee,1,200525.2182012733,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
3,240.0,36,secondary education,1,civil partnership,1,F,employee,1,89430.42040084668,having a wedding,30-40,deudor,con hijos,27000+,wedding,1
0,64.0,54,secondary education,1,married,0,M,partner,1,449687.2707506629,purchase of the house,50-60,deudor,sin hijos,27000+,real estate,1
0,91.0,27,secondary education,1,married,0,M,employee,1,124985.10781910869,purchase of the house,20-30,deudor,sin hijos,27000+,real estate,1
1,7.0,31,secondary education,1,unmarried,4,F,employee,1,72764.69294568898,supplementary education,30-40,deudor,con hijos,27000+,education,1
0,33.0,40,secondary education,1,married,0,M,employee,1,102553.29121007607,to buy a car,40-50,deudor,sin hijos,27000+,car,1
0,14.0,65,secondary education,1,widow / widower,2,F,partner,1,140088.47484569214,buy residential real estate,60+,deudor,sin hijos,27000+,real estate,1
1,38.0,25,primary education,3,unmarried,4,M,employee,1,124303.0146948118,education,20-30,deudor,con hijos,27000+,education,1
0,71.0,29,masters degree,0,married,0,F,partner,1,175870.52425537232,property,20-30,deudor,sin hijos,27000+,real estate,1
1,204.0,30,secondary education,1,civil partnership,1,M,employee,1,166828.97740775038,having a wedding,30-40,deudor,con hijos,27000+,wedding,1
0,16.0,44,secondary education,1,married,0,F,employee,1,64006.69935369869,transactions with the residential real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,38.0,26,secondary education,1,married,0,M,employee,1,145904.52007216375,housing,20-30,deudor,sin hijos,27000+,real estate,1
0,21.0,29,secondary education,1,unmarried,4,M,employee,1,135737.6388447478,housing transactions,20-30,deudor,sin hijos,27000+,real estate,1
1,82.0,40,secondary education,1,married,0,M,employee,1,346325.8467515429,buying property for renting out,40-50,deudor,con hijos,27000+,real estate,1
2,253.0,31,masters degree,0,married,0,M,employee,1,174966.64500661462,car purchase,30-40,deudor,con hijos,27000+,car,1
2,34.0,35,secondary education,1,married,0,F,employee,1,156455.3929126256,second-hand car purchase,30-40,deudor,con hijos,27000+,car,1
0,33.0,53,masters degree,0,married,0,F,civil servant,1,248178.61235115275,buy real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,253.0,51,secondary education,1,married,0,F,partner,1,234648.37695125336,purchase of my own house,50-60,deudor,sin hijos,27000+,real estate,1
0,51.0,34,secondary education,1,married,0,M,employee,1,182109.5249953089,second-hand car purchase,30-40,deudor,sin hijos,27000+,car,1
0,15634.0,63,secondary education,1,married,0,M,retiree,1,74778.60496738719,housing,60+,deudor,sin hijos,27000+,real estate,1
0,13.0,29,secondary education,1,civil partnership,1,F,partner,1,170327.13132074464,housing,20-30,deudor,sin hijos,27000+,real estate,1
0,78.0,69,masters degree,0,divorced,3,F,employee,1,128427.54647213452,building a real estate,60+,deudor,sin hijos,27000+,real estate,1
1,22.0,30,masters degree,0,divorced,3,F,employee,1,206553.4766105152,purchase of the house,30-40,deudor,con hijos,27000+,real estate,1
0,9.0,21,masters degree,0,civil partnership,1,F,partner,1,151339.8695456576,having a wedding,20-30,deudor,sin hijos,27000+,wedding,1
1,199.0,39,secondary education,1,married,0,M,employee,1,179802.24778800886,to become educated,30-40,deudor,con hijos,27000+,education,1
1,7.0,33,secondary education,1,married,0,M,partner,1,227331.09691675185,real estate transactions,30-40,deudor,con hijos,27000+,real estate,1
0,12.0,51,secondary education,1,divorced,3,F,employee,1,132113.02617183616,housing,50-60,deudor,sin hijos,27000+,real estate,1
1,45.0,26,secondary education,1,civil partnership,1,F,partner,1,175107.2912220531,buying property for renting out,20-30,deudor,con hijos,27000+,real estate,1
2,44.0,24,secondary education,1,married,0,F,partner,1,175294.4557294586,buy commercial real estate,20-30,deudor,con hijos,27000+,real estate,1
2,10.0,48,masters degree,0,civil partnership,1,M,partner,1,522866.726679062,purchase of the house for my family,40-50,deudor,con hijos,27000+,real estate,1
0,286.0,37,secondary education,1,civil partnership,1,F,employee,1,66637.71239788513,having a wedding,30-40,deudor,sin hijos,27000+,wedding,1
0,138.0,32,bachelor degree,2,unmarried,4,F,partner,1,185273.6717663756,property renovation,30-40,deudor,sin hijos,27000+,real estate,1
1,46.0,38,masters degree,0,married,0,F,employee,1,103794.5840541922,car purchase,30-40,deudor,con hijos,27000+,car,1
0,12.0,46,secondary education,1,widow / widower,2,F,employee,1,232026.62816496103,buying my own car,40-50,deudor,sin hijos,27000+,car,1
1,85.0,40,secondary education,1,married,0,M,employee,1,136585.18658633163,buying a second-hand car,40-50,deudor,con hijos,27000+,car,1
0,42.0,53,secondary education,1,unmarried,4,F,partner,1,202640.2128775605,to become educated,50-60,deudor,sin hijos,27000+,education,1
0,38.0,26,secondary education,1,married,0,F,employee,1,51052.44920797408,cars,20-30,deudor,sin hijos,27000+,car,1
0,35.0,55,secondary education,1,married,0,M,employee,1,97153.97268898692,profile education,50-60,deudor,sin hijos,27000+,education,1
0,59.0,41,secondary education,1,civil partnership,1,F,partner,1,105354.57720277976,purchase of the house,40-50,deudor,sin hijos,27000+,real estate,1
2,143.0,43,secondary education,1,married,0,F,employee,1,195449.6674405608,cars,40-50,deudor,con hijos,27000+,car,1
0,12.0,46,secondary education,1,unmarried,4,M,partner,1,273245.6184014489,education,40-50,deudor,sin hijos,27000+,education,1
1,109.0,48,bachelor degree,2,married,0,M,partner,1,174631.16173423367,second-hand car purchase,40-50,deudor,con hijos,27000+,car,1
0,16426.0,59,secondary education,1,married,0,F,retiree,1,96891.41160103212,property,50-60,deudor,sin hijos,27000+,real estate,1
0,48.0,38,secondary education,1,married,0,F,employee,1,89716.05459899474,buying property for renting out,30-40,deudor,sin hijos,27000+,real estate,1
0,15788.0,54,secondary education,1,married,0,M,retiree,1,112041.87948154566,buy commercial real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,93.0,58,secondary education,1,married,0,M,employee,1,166334.22893231438,buying a second-hand car,50-60,deudor,sin hijos,27000+,car,1
0,8.0,21,secondary education,1,married,0,M,partner,1,121164.12513760204,building a real estate,20-30,deudor,sin hijos,27000+,real estate,1
0,22.0,38,secondary education,1,civil partnership,1,F,employee,1,207071.5762765812,wedding ceremony,30-40,deudor,sin hijos,27000+,wedding,1
1,88.0,31,secondary education,1,civil partnership,1,F,employee,1,195738.59271612903,having a wedding,30-40,deudor,con hijos,27000+,wedding,1
0,105.0,45,masters degree,0,civil partnership,1,M,partner,1,373155.1169793402,to have a wedding,40-50,deudor,sin hijos,27000+,wedding,1
0,49.0,54,secondary education,1,unmarried,4,F,partner,1,165175.91748394235,real estate transactions,50-60,deudor,sin hijos,27000+,real estate,1
0,215.0,43,masters degree,0,unmarried,4,M,partner,1,253500.661196114,real estate transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,74.0,41,secondary education,1,married,0,F,partner,1,183291.8730000413,to buy a car,40-50,deudor,sin hijos,27000+,car,1
1,6.0,48,masters degree,0,civil partnership,1,F,employee,1,198301.88669541985,buying property for renting out,40-50,deudor,con hijos,27000+,real estate,1
0,192.0,34,secondary education,1,civil partnership,1,M,employee,1,232822.6088367673,wedding ceremony,30-40,deudor,sin hijos,27000+,wedding,1
0,15601.0,60,secondary education,1,widow / widower,2,M,retiree,1,79559.35078326492,supplementary education,60+,deudor,sin hijos,27000+,education,1
0,7.0,62,secondary education,1,civil partnership,1,F,employee,1,232472.89532069289,purchase of the house,60+,deudor,sin hijos,27000+,real estate,1
0,222.0,65,secondary education,1,married,0,M,employee,1,179415.48322712458,cars,60+,deudor,sin hijos,27000+,car,1
1,114.0,37,secondary education,1,civil partnership,1,M,partner,1,291671.40995040804,going to university,30-40,deudor,con hijos,27000+,education,1
0,176.0,54,secondary education,1,married,0,F,partner,1,226735.7057862618,building a real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,43.0,43,secondary education,1,married,0,M,employee,1,271371.52262318484,housing transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,28.0,22,secondary education,1,unmarried,4,M,partner,1,264878.7862458867,second-hand car purchase,20-30,deudor,sin hijos,27000+,car,1
0,77.0,37,secondary education,1,unmarried,4,F,employee,1,107900.43321976514,car,30-40,deudor,sin hijos,27000+,car,1
0,25.0,47,secondary education,1,civil partnership,1,M,civil servant,1,243431.5003429685,university education,40-50,deudor,sin hijos,27000+,education,1
2,82.0,27,secondary education,1,married,0,F,employee,1,119000.59836783336,to get asupplementary education,20-30,deudor,con hijos,27000+,education,1
0,55.0,34,secondary education,1,unmarried,4,M,employee,1,94770.29839898736,cars,30-40,deudor,sin hijos,27000+,car,1
0,20.0,23,secondary education,1,unmarried,4,M,employee,1,120809.86227657268,purchase of a car,20-30,deudor,sin hijos,27000+,car,1
1,102.0,49,masters degree,0,civil partnership,1,F,employee,1,180588.6757260247,construction of own property,40-50,deudor,con hijos,27000+,real estate,1
0,70.0,44,secondary education,1,civil partnership,1,M,employee,1,76533.26199379444,to buy a car,40-50,deudor,sin hijos,27000+,car,1
1,14.0,43,secondary education,1,married,0,F,partner,1,89633.72948040457,profile education,40-50,deudor,con hijos,27000+,education,1
2,40.0,41,secondary education,1,married,0,M,employee,1,103390.99799833678,construction of own property,40-50,deudor,con hijos,27000+,real estate,1
0,15854.0,64,secondary education,1,married,0,M,retiree,1,221728.70345817733,getting an education,60+,deudor,sin hijos,27000+,education,1
1,35.0,30,secondary education,1,married,0,M,employee,1,126075.31942822564,profile education,30-40,deudor,con hijos,27000+,education,1
1,31.0,22,secondary education,1,divorced,3,F,employee,1,96173.2933747193,profile education,20-30,deudor,con hijos,27000+,education,1
1,13.0,41,secondary education,1,civil partnership,1,M,partner,1,105037.53931444796,wedding ceremony,40-50,deudor,con hijos,27000+,wedding,1
0,20.0,36,secondary education,1,married,0,M,employee,1,305232.5882538478,buy commercial real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,23.0,47,secondary education,1,married,0,M,employee,1,84387.25998257534,to get asupplementary education,40-50,deudor,sin hijos,27000+,education,1
0,29.0,46,secondary education,1,civil partnership,1,M,employee,1,131318.14305018744,profile education,40-50,deudor,sin hijos,27000+,education,1
0,381.0,50,secondary education,1,divorced,3,F,partner,1,124657.56203806632,building a real estate,50-60,deudor,sin hijos,27000+,real estate,1
1,211.0,34,secondary education,1,civil partnership,1,M,partner,1,189188.4160388912,to buy a car,30-40,deudor,con hijos,27000+,car,1
0,136.0,58,secondary education,1,widow / widower,2,F,employee,1,156804.3817402898,second-hand car purchase,50-60,deudor,sin hijos,27000+,car,1
1,17.0,42,masters degree,0,married,0,M,employee,1,170369.73032727983,building a property,40-50,deudor,con hijos,27000+,real estate,1
0,112.0,31,secondary education,1,civil partnership,1,F,partner,1,83751.53706542532,having a wedding,30-40,deudor,sin hijos,27000+,wedding,1
1,18.0,30,primary education,3,married,0,M,partner,1,116365.8183674341,housing transactions,30-40,deudor,con hijos,27000+,real estate,1
1,52.0,33,secondary education,1,unmarried,4,M,partner,1,230185.9563293395,property,30-40,deudor,con hijos,27000+,real estate,1
3,124.0,40,secondary education,1,married,0,M,employee,1,98876.45752079687,buying my own car,40-50,deudor,con hijos,27000+,car,1
0,149.0,45,secondary education,1,married,0,M,partner,1,209964.64311467705,university education,40-50,deudor,sin hijos,27000+,education,1
2,9.0,28,secondary education,1,married,0,F,partner,1,114414.51235665736,property renovation,20-30,deudor,con hijos,27000+,real estate,1
0,16002.0,54,secondary education,1,widow / widower,2,F,retiree,1,198888.717466394,transactions with the residential real estate,50-60,deudor,sin hijos,27000+,real estate,1
0,128.0,40,secondary education,1,unmarried,4,F,partner,1,413938.7580838007,buy commercial real estate,40-50,deudor,sin hijos,27000+,real estate,1
0,14.0,39,secondary education,1,unmarried,4,M,employee,1,266387.9688123437,transactions with the residential real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,16371.0,61,secondary education,1,married,0,F,retiree,1,61723.11021710168,purchase of the house,60+,deudor,sin hijos,27000+,real estate,1
0,88.0,58,secondary education,1,married,0,M,employee,1,307476.3579261173,building a real estate,50-60,deudor,sin hijos,27000+,real estate,1
1,24.0,39,secondary education,1,married,0,M,civil servant,1,283929.7104647654,purchase of a car,30-40,deudor,con hijos,27000+,car,1
2,52.0,28,secondary education,1,married,0,F,employee,1,63094.63892803036,getting higher education,20-30,deudor,con hijos,27000+,education,1
2,2.0,33,secondary education,1,married,0,F,employee,1,177554.19535127727,buying property for renting out,30-40,deudor,con hijos,27000+,real estate,1
0,115.0,41,secondary education,1,married,0,M,employee,1,156969.3498428167,purchase of my own house,40-50,deudor,sin hijos,27000+,real estate,1
3,214.0,33,secondary education,1,married,0,F,employee,1,113004.887538715,to own a car,30-40,deudor,con hijos,27000+,car,1
0,8.0,22,secondary education,1,unmarried,4,F,employee,1,224448.20359026772,buying my own car,20-30,deudor,sin hijos,27000+,car,1
