children,days_employed,dob_years,education,education_id,family_status,family_status_id,gender,income_type,debt,total_income,purpose,age_range,debt_name,children_range,income_range,purpose_classified,creditworthy
0,81.0,49,masters degree,0,divorced,3,F,employee,1,94899.31061057876,getting higher education,40-50,deudor,sin hijos,27000+,education,1
0,252.0,41,secondary education,1,married,0,M,employee,0,102141.8361359242,going to university,40-50,no deudor,sin hijos,27000+,education,0
0,72.0,46,secondary education,1,divorced,3,M,partner,0,182537.6160355795,buying property for renting out,40-50,no deudor,sin hijos,27000+,real estate,0
0,55.0,27,secondary education,1,unmarried,4,F,employee,0,168672.17520507786,property renovation,20-30,no deudor,sin hijos,27000+,real estate,0
0,16447.0,55,masters degree,0,unmarried,4,F,retiree,0,289246.8389073046,supplementary education,50-60,no deudor,sin hijos,27000+,education,0
0,11.0,41,secondary education,1,married,0,M,employee,0,136803.26286996267,buying property for renting out,40-50,no deudor,sin hijos,27000+,real estate,0
0,38.0,22,bachelor degree,2,civil partnership,1,F,employee,0,146141.37792858173,having a wedding,20-30,no deudor,sin hijos,27000+,wedding,0
0,59.0,30,secondary education,1,unmarried,4,M,employee,0,133568.88945361288,to become educated,30-40,no deudor,sin hijos,27000+,education,0
0,15325.0,59,secondary education,1,married,0,F,retiree,0,165528.2241844451,to buy a car,50-60,no deudor,sin hijos,27000+,car,0
0,125.0,42,secondary education,1,married,0,F,employee,0,114050.48860943792,buying property for renting out,40-50,no deudor,sin hijos,27000+,real estate,0
0,32.0,27,masters degree,0,married,0,F,civil servant,0,208293.7569302324,transactions with the residential real estate,20-30,no deudor,sin hijos,27000+,real estate,0
1,52.0,39,secondary education,1,married,0,F,employee,0,54971.15500805096,supplementary education,30-40,no deudor,con hijos,27000+,education,0
1,10.0,41,secondary education,1,married,0,M,partner,1,64110.540193461726,cars,40-50,deudor,con hijos,27000+,car,1
0,16.0,23,bachelor degree,2,married,0,F,employee,0,124534.21727458072,going to university,20-30,no deudor,sin hijos,27000+,education,0
0,15406.0,64,secondary education,1,married,0,F,retiree,0,37921.23247664341,buying property for renting out,60+,no deudor,sin hijos,27000+,real estate,0
0,32.0,58,secondary education,1,divorced,3,F,partner,0,257946.56454738448,real estate transactions,50-60,no deudor,sin hijos,27000+,real estate,0
0,15049.0,52,masters degree,0,married,0,F,retiree,0,56087.53234776159,housing transactions,50-60,no deudor,sin hijos,27000+,real estate,0
1,8.0,43,secondary education,1,married,0,F,partner,1,167889.2999427598,to buy a car,40-50,deudor,con hijos,27000+,car,1
1,207.0,32,secondary education,1,unmarried,4,F,civil servant,0,130215.2132449092,buy real estate,30-40,no deudor,con hijos,27000+,real estate,0
1,113.0,25,secondary education,1,married,0,F,employee,0,67509.18328975349,buy residential real estate,20-30,no deudor,con hijos,27000+,real estate,0
0,15573.0,62,secondary education,1,widow / widower,2,F,retiree,0,84090.38409007809,supplementary education,60+,no deudor,sin hijos,27000+,education,0
0,16202.0,52,secondary education,1,married,0,M,retiree,0,96067.66256518842,getting higher education,50-60,no deudor,sin hijos,27000+,education,0
0,24.0,47,bachelor degree,2,married,0,F,employee,0,77908.9089576276,real estate transactions,40-50,no deudor,sin hijos,27000+,real estate,0
0,283.0,41,secondary education,1,married,0,F,partner,0,248377.5062419904,real estate transactions,40-50,no deudor,sin hijos,27000+,real estate,0
0,70.0,29,secondary education,1,married,0,F,civil servant,0,130156.43771874518,supplementary education,20-30,no deudor,sin hijos,27000+,education,0
0,304.0,46,secondary education,1,widow / widower,2,F,employee,1,110617.5608046326,getting higher education,40-50,deudor,sin hijos,27000+,education,1
1,139.0,54,secondary education,1,married,0,F,partner,0,227708.1010561133,to become educated,50-60,no deudor,con hijos,27000+,education,0
2,4.0,23,masters degree,0,civil partnership,1,F,employee,0,97699.5280370365,to get asupplementary education,20-30,no deudor,con hijos,27000+,education,0
1,143.0,39,secondary education,1,unmarried,4,F,employee,0,125116.91008335644,going to university,30-40,no deudor,con hijos,27000+,education,0
1,87.0,39,secondary education,1,married,0,F,employee,0,71509.92667503233,to get asupplementary education,30-40,no deudor,con hijos,27000+,education,0
0,18.0,24,secondary education,1,unmarried,4,M,employee,0,96786.03753607631,property,20-30,no deudor,sin hijos,27000+,real estate,0
1,8.0,47,secondary education,1,divorced,3,M,employee,0,254939.4018627597,buy real estate,40-50,no deudor,con hijos,27000+,real estate,0
0,54.0,40,secondary education,1,married,0,F,partner,0,146990.77849221326,university education,40-50,no deudor,sin hijos,27000+,education,0
0,72.0,46,secondary education,1,unmarried,4,F,partner,0,123096.59324421064,getting higher education,40-50,no deudor,sin hijos,27000+,education,0
0,59.0,25,bachelor degree,2,unmarried,4,M,partner,0,144327.51576006494,second-hand car purchase,20-30,no deudor,sin hijos,27000+,car,0
0,16.0,56,secondary education,1,married,0,F,employee,0,169423.24831374266,property,50-60,no deudor,sin hijos,27000+,real estate,0
0,94.0,45,secondary education,1,unmarried,4,M,employee,0,109766.57607304252,purchase of the house,40-50,no deudor,sin hijos,27000+,real estate,0
0,107.0,54,secondary education,1,married,0,F,partner,0,227340.37378647013,purchase of a car,50-60,no deudor,sin hijos,27000+,car,0
0,120.0,28,masters degree,0,married,0,M,employee,0,221211.65454473931,cars,20-30,no deudor,sin hijos,27000+,car,0
0,22.0,33,masters degree,0,unmarried,4,M,employee,1,99372.92072805484,transactions with my real estate,30-40,deudor,sin hijos,27000+,real estate,1
0,52.0,33,secondary education,1,married,0,M,employee,0,80862.12735671207,cars,30-40,no deudor,sin hijos,27000+,car,0
1,75.0,32,secondary education,1,married,0,F,civil servant,0,91826.51044691673,car purchase,30-40,no deudor,con hijos,27000+,car,0
0,98.0,31,bachelor degree,2,married,0,M,employee,0,291031.2389051979,car purchase,30-40,no deudor,sin hijos,27000+,car,0
0,41.0,56,masters degree,0,married,0,F,employee,0,105294.30246549552,buy real estate,50-60,no deudor,sin hijos,27000+,real estate,0
3,249.0,36,academic degree,4,married,0,F,civil servant,0,111392.23110678492,purchase of the house,30-40,no deudor,con hijos,27000+,real estate,0
0,50.0,43,secondary education,1,widow / widower,2,F,employee,0,185456.97169512077,car purchase,40-50,no deudor,sin hijos,27000+,car,0
0,94.0,59,secondary education,1,divorced,3,F,civil servant,1,172338.5885133085,going to university,50-60,deudor,sin hijos,27000+,education,1
0,143.0,40,masters degree,0,civil partnership,1,M,employee,0,174733.99689850287,wedding ceremony,40-50,no deudor,sin hijos,27000+,wedding,0
0,36.0,44,secondary education,1,married,0,M,employee,0,245100.3031038455,to own a car,40-50,no deudor,sin hijos,27000+,car,0
0,32.0,48,bachelor degree,2,divorced,3,F,partner,1,286287.2756137379,real estate transactions,40-50,deudor,sin hijos,27000+,real estate,1
0,15395.0,57,secondary education,1,married,0,F,retiree,0,111454.01850503412,cars,50-60,no deudor,sin hijos,27000+,car,0
0,80.0,48,masters degree,0,civil partnership,1,M,partner,0,245012.85322064103,to have a wedding,40-50,no deudor,sin hijos,27000+,wedding,0
0,393.0,52,masters degree,0,married,0,F,partner,0,128494.12959775016,purchase of my own house,50-60,no deudor,sin hijos,27000+,real estate,0
0,220.0,51,secondary education,1,married,0,F,employee,0,297025.88576239545,getting higher education,50-60,no deudor,sin hijos,27000+,education,0
2,138.0,39,secondary education,1,civil partnership,1,F,employee,0,51337.97257693824,having a wedding,30-40,no deudor,con hijos,27000+,wedding,0
0,51.0,37,bachelor degree,2,unmarried,4,M,civil servant,0,196073.572363888,transactions with my real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,14486.0,61,primary education,3,married,0,F,retiree,0,64101.71246749215,to become educated,60+,no deudor,sin hijos,27000+,education,0
0,8.0,45,masters degree,0,married,0,M,partner,0,176704.45563769824,transactions with the residential real estate,40-50,no deudor,sin hijos,27000+,real estate,0
1,32.0,54,secondary education,1,civil partnership,1,M,employee,0,185694.36321123957,wedding ceremony,50-60,no deudor,con hijos,27000+,wedding,0
0,16.0,27,secondary education,1,married,0,M,partner,0,163436.55649326456,purchase of a car,20-30,no deudor,sin hijos,27000+,car,0
0,241.0,56,secondary education,1,married,0,F,employee,0,86751.01640595756,to become educated,50-60,no deudor,sin hijos,27000+,education,0
1,10.0,32,masters degree,0,civil partnership,1,F,employee,0,121545.99747405818,to have a wedding,30-40,no deudor,con hijos,27000+,wedding,0
1,49.0,53,masters degree,0,married,0,M,employee,0,175945.7430263386,purchase of a car,50-60,no deudor,con hijos,27000+,car,0
0,14600.0,58,secondary education,1,married,0,F,retiree,0,68741.15691615362,purchase of my own house,50-60,no deudor,sin hijos,27000+,real estate,0
1,80.0,29,masters degree,0,married,0,F,employee,0,109421.84962266983,property renovation,20-30,no deudor,con hijos,27000+,real estate,0
0,46.0,54,secondary education,1,married,0,F,employee,0,136980.1271354763,buy commercial real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,42.0,19,secondary education,1,unmarried,4,M,employee,1,93343.1327081813,transactions with my real estate,10-20,deudor,sin hijos,27000+,real estate,1
0,59.0,49,secondary education,1,married,0,F,employee,0,71863.20133067259,second-hand car purchase,40-50,no deudor,sin hijos,27000+,car,0
1,63.0,33,secondary education,1,married,0,F,employee,0,117359.51963195992,building a real estate,30-40,no deudor,con hijos,27000+,real estate,0
1,30.0,37,masters degree,0,civil partnership,1,F,employee,0,126587.33541380712,wedding ceremony,30-40,no deudor,con hijos,27000+,wedding,0
0,123.0,42,secondary education,1,married,0,F,employee,0,255733.44781645123,buy commercial real estate,40-50,no deudor,sin hijos,27000+,real estate,0
1,14773.0,55,primary education,3,civil partnership,1,F,retiree,0,25308.58684927867,supplementary education,50-60,no deudor,con hijos,21000 - 27000,education,0
1,15275.0,57,secondary education,1,married,0,M,retiree,0,133066.07840679248,buying a second-hand car,50-60,no deudor,con hijos,27000+,car,0
0,87.0,42,secondary education,1,civil partnership,1,M,employee,0,209303.5131555513,buy residential real estate,40-50,no deudor,sin hijos,27000+,real estate,0
1,93.0,32,masters degree,0,married,0,F,employee,0,143369.40972461796,education,30-40,no deudor,con hijos,27000+,education,0
1,31.0,30,secondary education,1,married,0,M,employee,0,66736.95986275624,building a real estate,30-40,no deudor,con hijos,27000+,real estate,0
0,14510.0,65,secondary education,1,married,0,F,retiree,0,376956.9542468935,real estate transactions,60+,no deudor,sin hijos,27000+,real estate,0
0,28.0,53,masters degree,0,married,0,F,partner,0,247585.8783210512,transactions with the residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
1,16704.0,58,secondary education,1,married,0,M,retiree,0,178653.64594709856,going to university,50-60,no deudor,con hijos,27000+,education,0
2,176.0,34,secondary education,1,married,0,M,employee,0,48527.10932765133,education,30-40,no deudor,con hijos,27000+,education,0
2,20.0,30,secondary education,1,married,0,F,partner,0,145740.13820275955,second-hand car purchase,30-40,no deudor,con hijos,27000+,car,0
0,13841.0,43,secondary education,1,married,0,F,retiree,0,206718.98138942991,purchase of the house,40-50,no deudor,sin hijos,27000+,real estate,0
0,92.0,37,masters degree,0,married,0,M,partner,0,489889.7844278764,transactions with the residential real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,57.0,39,secondary education,1,married,0,F,civil servant,0,141088.90727843615,buy real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,86.0,30,secondary education,1,civil partnership,1,F,partner,0,129940.99699142644,property,30-40,no deudor,sin hijos,27000+,real estate,0
0,15209.0,55,secondary education,1,married,0,M,retiree,0,174664.93926407135,real estate transactions,50-60,no deudor,sin hijos,27000+,real estate,0
1,65.0,51,secondary education,1,unmarried,4,F,partner,0,254806.0620336604,construction of own property,50-60,no deudor,con hijos,27000+,real estate,0
1,49.0,33,masters degree,0,widow / widower,2,F,employee,0,281855.3823842289,property renovation,30-40,no deudor,con hijos,27000+,real estate,0
2,145.0,35,secondary education,1,married,0,M,employee,0,146573.2818778183,education,30-40,no deudor,con hijos,27000+,education,0
3,229.0,43,secondary education,1,married,0,F,employee,0,488440.2284505093,housing transactions,40-50,no deudor,con hijos,27000+,real estate,0
0,15113.0,61,masters degree,0,married,0,M,retiree,0,132556.06898095348,to buy a car,60+,no deudor,sin hijos,27000+,car,0
0,14256.0,64,secondary education,1,married,0,M,retiree,0,171388.542045551,to own a car,60+,no deudor,sin hijos,27000+,car,0
0,16.0,54,secondary education,1,married,0,M,partner,0,88236.23408310242,going to university,50-60,no deudor,sin hijos,27000+,education,0
0,127.0,33,masters degree,0,unmarried,4,M,employee,0,133180.28470582026,real estate transactions,30-40,no deudor,sin hijos,27000+,real estate,0
0,71.0,23,secondary education,1,married,0,M,employee,0,77730.93914521561,purchase of the house for my family,20-30,no deudor,sin hijos,27000+,real estate,0
0,162.0,33,masters degree,0,divorced,3,F,employee,0,282351.4063965767,going to university,30-40,no deudor,sin hijos,27000+,education,0
2,477.0,50,masters degree,0,married,0,F,employee,0,273083.9141448176,transactions with my real estate,50-60,no deudor,con hijos,27000+,real estate,0
0,9.0,39,secondary education,1,unmarried,4,F,partner,0,119377.59190930553,housing,30-40,no deudor,sin hijos,27000+,real estate,0
0,28.0,33,secondary education,1,unmarried,4,M,partner,0,119954.56834792074,buy residential real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,329.0,57,secondary education,1,civil partnership,1,F,employee,0,94154.20678844012,wedding ceremony,50-60,no deudor,sin hijos,27000+,wedding,0
0,103.0,34,secondary education,1,married,0,M,partner,0,472899.096902082,buying my own car,30-40,no deudor,sin hijos,27000+,car,0
0,182.0,52,masters degree,0,married,0,F,employee,0,225892.4660088133,cars,50-60,no deudor,sin hijos,27000+,car,0
1,79.0,52,secondary education,1,married,0,F,employee,0,145843.73398506985,going to university,50-60,no deudor,con hijos,27000+,education,0
1,17.0,39,secondary education,1,divorced,3,F,employee,0,105646.58275592148,purchase of the house for my family,30-40,no deudor,con hijos,27000+,real estate,0
0,29.0,53,secondary education,1,married,0,F,employee,0,175175.226176835,transactions with my real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,93.0,23,bachelor degree,2,unmarried,4,M,partner,0,230519.80177187925,education,20-30,no deudor,sin hijos,27000+,education,0
0,39.0,28,masters degree,0,married,0,M,employee,0,231711.91614778756,university education,20-30,no deudor,sin hijos,27000+,education,0
0,20.0,25,masters degree,0,married,0,F,partner,0,215002.6549828981,purchase of my own house,20-30,no deudor,sin hijos,27000+,real estate,0
1,69.0,29,masters degree,0,married,0,F,employee,0,187056.3855118728,education,20-30,no deudor,con hijos,27000+,education,0
0,140.0,54,secondary education,1,divorced,3,F,employee,0,157920.708044454,buy real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,22.0,54,masters degree,0,married,0,F,partner,0,229874.7954041195,property,50-60,no deudor,sin hijos,27000+,real estate,0
0,108.0,29,secondary education,1,married,0,F,partner,0,205276.78060137163,car,20-30,no deudor,sin hijos,27000+,car,0
0,18.0,22,masters degree,0,married,0,F,employee,0,56402.45822953429,second-hand car purchase,20-30,no deudor,sin hijos,27000+,car,0
0,77.0,57,secondary education,1,married,0,F,partner,0,116595.169974917,education,50-60,no deudor,sin hijos,27000+,education,0
1,200.0,34,secondary education,1,married,0,F,employee,0,221036.4776368695,buying my own car,30-40,no deudor,con hijos,27000+,car,0
0,117.0,31,masters degree,0,married,0,F,employee,0,151507.7973706263,transactions with my real estate,30-40,no deudor,sin hijos,27000+,real estate,0
2,88.0,31,secondary education,1,married,0,M,employee,0,243658.2360777423,education,30-40,no deudor,con hijos,27000+,education,0
0,189.0,61,secondary education,1,married,0,M,employee,0,227750.5749315332,profile education,60+,no deudor,sin hijos,27000+,education,0
1,38.0,28,bachelor degree,2,unmarried,4,F,employee,0,64212.63382862751,transactions with my real estate,20-30,no deudor,con hijos,27000+,real estate,0
0,102.0,45,secondary education,1,married,0,M,employee,0,193662.2617652354,buy commercial real estate,40-50,no deudor,sin hijos,27000+,real estate,0
0,14451.0,60,masters degree,0,civil partnership,1,F,retiree,0,48200.17525494334,to have a wedding,60+,no deudor,sin hijos,27000+,wedding,0
0,129.0,53,masters degree,0,married,0,F,partner,0,111513.85933879548,transactions with the residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,14594.0,54,secondary education,1,married,0,F,retiree,0,66847.35771626803,getting higher education,50-60,no deudor,sin hijos,27000+,education,0
0,15774.0,51,secondary education,1,married,0,F,retiree,0,125440.0207190465,transactions with the residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
1,135.0,30,secondary education,1,married,0,M,employee,0,135205.63106014614,to become educated,30-40,no deudor,con hijos,27000+,education,0
2,38.0,32,secondary education,1,married,0,F,employee,0,219992.53476010528,to buy a car,30-40,no deudor,con hijos,27000+,car,0
0,25.0,27,masters degree,0,unmarried,4,M,employee,0,223001.24897472368,buying my own car,20-30,no deudor,sin hijos,27000+,car,0
1,182.0,42,secondary education,1,civil partnership,1,F,partner,0,163330.75353016998,to become educated,40-50,no deudor,con hijos,27000+,education,0
0,37.0,49,secondary education,1,married,0,M,employee,0,306438.4863288701,purchase of my own house,40-50,no deudor,sin hijos,27000+,real estate,0
0,169.0,44,masters degree,0,married,0,M,employee,0,283681.2228956337,transactions with the residential real estate,40-50,no deudor,sin hijos,27000+,real estate,0
0,73.0,48,secondary education,1,civil partnership,1,F,partner,0,251836.9457988861,wedding ceremony,40-50,no deudor,sin hijos,27000+,wedding,0
0,31.0,29,secondary education,1,unmarried,4,M,employee,0,223261.43062378143,going to university,20-30,no deudor,sin hijos,27000+,education,0
1,38.0,28,secondary education,1,married,0,M,employee,1,100984.19936791564,buying a second-hand car,20-30,deudor,con hijos,27000+,car,1
0,42.0,23,secondary education,1,unmarried,4,M,partner,0,212510.4722244216,getting higher education,20-30,no deudor,sin hijos,27000+,education,0
0,154.0,58,masters degree,0,married,0,M,partner,0,140009.94485871136,education,50-60,no deudor,sin hijos,27000+,education,0
0,137.0,31,secondary education,1,divorced,3,F,civil servant,0,154028.34919164842,purchase of my own house,30-40,no deudor,sin hijos,27000+,real estate,0
0,73.0,34,secondary education,1,civil partnership,1,F,employee,0,121699.17200465572,to have a wedding,30-40,no deudor,sin hijos,27000+,wedding,0
1,111.0,30,secondary education,1,divorced,3,M,civil servant,0,219040.2697860785,purchase of the house,30-40,no deudor,con hijos,27000+,real estate,0
0,80.0,26,masters degree,0,civil partnership,1,F,employee,1,163995.4383025764,purchase of my own house,20-30,deudor,sin hijos,27000+,real estate,1
0,13833.0,68,primary education,3,married,0,M,retiree,0,143377.8932098606,buy real estate,60+,no deudor,sin hijos,27000+,real estate,0
0,143.0,34,masters degree,0,married,0,F,civil servant,0,260372.67731120743,transactions with my real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,14820.0,64,masters degree,0,married,0,F,retiree,0,130273.08535744,building a real estate,60+,no deudor,sin hijos,27000+,real estate,0
0,14.0,25,masters degree,0,unmarried,4,M,employee,0,182644.37905490265,buy commercial real estate,20-30,no deudor,sin hijos,27000+,real estate,0
1,135.0,45,secondary education,1,married,0,M,partner,0,369166.18704920384,buying a second-hand car,40-50,no deudor,con hijos,27000+,car,0
0,16424.0,66,secondary education,1,divorced,3,F,retiree,0,112522.28161202325,supplementary education,60+,no deudor,sin hijos,27000+,education,0
1,10.0,41,secondary education,1,civil partnership,1,F,partner,0,187223.52777557765,getting higher education,40-50,no deudor,con hijos,27000+,education,0
2,96.0,34,secondary education,1,married,0,F,employee,0,177886.5853795798,buying property for renting out,30-40,no deudor,con hijos,27000+,real estate,0
0,15177.0,59,secondary education,1,married,0,F,retiree,0,87729.98291530664,education,50-60,no deudor,sin hijos,27000+,education,0
1,43.0,50,secondary education,1,civil partnership,1,M,employee,1,102238.42285501031,having a wedding,50-60,deudor,con hijos,27000+,wedding,1
0,89.0,34,secondary education,1,married,0,M,employee,0,158598.4119023078,purchase of the house,30-40,no deudor,sin hijos,27000+,real estate,0
1,27.0,42,masters degree,0,divorced,3,F,partner,0,334627.4327129568,supplementary education,40-50,no deudor,con hijos,27000+,education,0
1,174.0,29,secondary education,1,married,0,M,employee,0,176031.72207981508,second-hand car purchase,20-30,no deudor,con hijos,27000+,car,0
0,120.0,37,secondary education,1,married,0,M,employee,0,133288.71205268352,buying property for renting out,30-40,no deudor,sin hijos,27000+,real estate,0
1,94.0,31,secondary education,1,civil partnership,1,F,employee,1,165586.1291860343,property renovation,30-40,deudor,con hijos,27000+,real estate,1
0,16601.0,52,masters degree,0,widow / widower,2,F,retiree,0,77895.13638456313,buy real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,271.0,62,masters degree,0,civil partnership,1,F,employee,0,282663.8822826083,having a wedding,60+,no deudor,sin hijos,27000+,wedding,0
0,259.0,50,secondary education,1,married,0,F,employee,0,91853.30681817811,buy residential real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,6.0,35,secondary education,1,married,0,F,partner,0,152090.10790491384,to buy a car,30-40,no deudor,sin hijos,27000+,car,0
0,25.0,57,secondary education,1,divorced,3,F,partner,0,223636.56935546343,car,50-60,no deudor,sin hijos,27000+,car,0
0,110.0,55,secondary education,1,civil partnership,1,F,employee,0,94027.50957405636,purchase of the house for my family,50-60,no deudor,sin hijos,27000+,real estate,0
0,155.0,29,masters degree,0,married,0,F,employee,0,92964.50068619712,purchase of a car,20-30,no deudor,sin hijos,27000+,car,0
0,90.0,48,secondary education,1,married,0,F,partner,0,148235.13906220708,cars,40-50,no deudor,sin hijos,27000+,car,0
0,17.0,23,masters degree,0,unmarried,4,F,partner,0,125168.62976344368,getting higher education,20-30,no deudor,sin hijos,27000+,education,0
0,285.0,47,masters degree,0,civil partnership,1,F,partner,0,186139.9934581445,to have a wedding,40-50,no deudor,sin hijos,27000+,wedding,0
0,47.0,38,masters degree,0,civil partnership,1,F,partner,0,160921.8244589024,buying my own car,30-40,no deudor,sin hijos,27000+,car,0
0,45.0,60,secondary education,1,married,0,F,employee,0,57052.82162087009,profile education,60+,no deudor,sin hijos,27000+,education,0
0,98.0,50,secondary education,1,married,0,F,employee,0,80911.52472011212,real estate transactions,50-60,no deudor,sin hijos,27000+,real estate,0
3,154.0,47,secondary education,1,married,0,F,civil servant,0,143595.59548560073,second-hand car purchase,40-50,no deudor,con hijos,27000+,car,0
0,137.0,50,masters degree,0,married,0,F,employee,0,94200.09642031151,supplementary education,50-60,no deudor,sin hijos,27000+,education,0
0,14755.0,57,masters degree,0,married,0,F,retiree,0,116459.90435018548,buy commercial real estate,50-60,no deudor,sin hijos,27000+,real estate,0
0,79.0,32,bachelor degree,2,married,0,F,employee,0,98540.5192320261,construction of own property,30-40,no deudor,sin hijos,27000+,real estate,0
0,16479.0,58,secondary education,1,divorced,3,F,retiree,0,78111.03402408633,construction of own property,50-60,no deudor,sin hijos,27000+,real estate,0
3,36.0,41,masters degree,0,married,0,M,employee,1,166571.73298454293,to become educated,40-50,deudor,con hijos,27000+,education,1
0,347.0,56,secondary education,1,married,0,M,partner,0,276729.6066423086,housing transactions,50-60,no deudor,sin hijos,27000+,real estate,0
0,15.0,46,secondary education,1,unmarried,4,M,employee,1,311898.7489328633,cars,40-50,deudor,sin hijos,27000+,car,1
0,15757.0,64,secondary education,1,married,0,M,retiree,0,289338.62257842923,to get asupplementary education,60+,no deudor,sin hijos,27000+,education,0
1,123.0,51,secondary education,1,civil partnership,1,M,employee,0,146812.33781011007,wedding ceremony,50-60,no deudor,con hijos,27000+,wedding,0
4,25.0,28,secondary education,1,married,0,M,employee,1,183135.71140017707,purchase of the house,20-30,deudor,con hijos,27000+,real estate,1
0,206.0,60,masters degree,0,married,0,F,civil servant,0,159498.51439213898,buying property for renting out,60+,no deudor,sin hijos,27000+,real estate,0
0,406.0,42,secondary education,1,married,0,F,civil servant,0,40264.63572755367,buy commercial real estate,40-50,no deudor,sin hijos,27000+,real estate,0
0,14519.0,57,secondary education,1,married,0,F,retiree,0,128056.26380137067,profile education,50-60,no deudor,sin hijos,27000+,education,0
1,48.0,35,secondary education,1,married,0,F,partner,0,88271.76216874387,construction of own property,30-40,no deudor,con hijos,27000+,real estate,0
0,14762.0,61,secondary education,1,married,0,M,retiree,0,123126.60036759208,transactions with the residential real estate,60+,no deudor,sin hijos,27000+,real estate,0
0,89.0,58,secondary education,1,married,0,F,employee,0,124306.7245516872,building a real estate,50-60,no deudor,sin hijos,27000+,real estate,0
1,126.0,41,secondary education,1,married,0,M,partner,0,343019.1336198673,cars,40-50,no deudor,con hijos,27000+,car,0
1,267.0,46,secondary education,1,civil partnership,1,M,partner,0,289352.22237053764,having a wedding,40-50,no deudor,con hijos,27000+,wedding,0
0,14120.0,69,secondary education,1,widow / widower,2,F,retiree,0,173642.99189271394,buy commercial real estate,60+,no deudor,sin hijos,27000+,real estate,0
0,15308.0,66,secondary education,1,married,0,F,retiree,0,85340.13217861927,buy residential real estate,60+,no deudor,sin hijos,27000+,real estate,0
1,131.0,26,secondary education,1,married,0,M,employee,1,189828.45068470592,to become educated,20-30,deudor,con hijos,27000+,education,1
0,226.0,52,secondary education,1,civil partnership,1,F,employee,0,179840.30367324685,wedding ceremony,50-60,no deudor,sin hijos,27000+,wedding,0
1,7.0,37,secondary education,1,civil partnership,1,M,employee,0,126210.5641871058,to have a wedding,30-40,no deudor,con hijos,27000+,wedding,0
0,16296.0,57,secondary education,1,civil partnership,1,F,retiree,0,266504.7569965268,to have a wedding,50-60,no deudor,sin hijos,27000+,wedding,0
1,48.0,44,secondary education,1,married,0,M,employee,0,160990.36284918632,purchase of the house for my family,40-50,no deudor,con hijos,27000+,real estate,0
0,219.0,44,secondary education,1,unmarried,4,F,employee,1,216240.5761900437,cars,40-50,deudor,sin hijos,27000+,car,1
0,57.0,35,secondary education,1,married,0,M,employee,0,57642.95894902183,buy residential real estate,30-40,no deudor,sin hijos,27000+,real estate,0
0,179.0,50,masters degree,0,married,0,M,partner,0,216782.29182890817,property renovation,50-60,no deudor,sin hijos,27000+,real estate,0
1,177.0,45,secondary education,1,civil partnership,1,F,partner,0,163582.01564283215,property,40-50,no deudor,con hijos,27000+,real estate,0
0,7.0,34,masters degree,0,married,0,M,employee,0,320693.0273776541,university education,30-40,no deudor,sin hijos,27000+,education,0
0,9.0,24,secondary education,1,unmarried,4,F,employee,0,112661.3650391884,purchase of a car,20-30,no deudor,sin hijos,27000+,car,0
0,13754.0,65,primary education,3,civil partnership,1,F,retiree,0,66441.02051829504,purchase of the house,60+,no deudor,sin hijos,27000+,real estate,0
0,137.0,27,masters degree,0,married,0,M,partner,0,400748.8591628944,profile education,20-30,no deudor,sin hijos,27000+,education,0
0,24.0,45,secondary education,1,divorced,3,F,civil servant,0,85562.5931786232,property,40-50,no deudor,sin hijos,27000+,real estate,0
0,16481.0,55,secondary education,1,widow / widower,2,F,retiree,0,154049.72511780148,housing,50-60,no deudor,sin hijos,27000+,real estate,0
0,14326.0,54,secondary education,1,married,0,F,retiree,0,98088.53695866517,to become educated,50-60,no deudor,sin hijos,27000+,education,0
1,23.0,39,secondary education,1,divorced,3,F,employee,1,227979.33274975308,building a property,30-40,deudor,con hijos,27000+,real estate,1
0,16183.0,66,secondary education,1,unmarried,4,F,retiree,0,57214.996189023215,purchase of the house,60+,no deudor,sin hijos,27000+,real estate,0
1,52.0,35,masters degree,0,married,0,F,employee,0,204229.78981742068,purchase of my own house,30-40,no deudor,con hijos,27000+,real estate,0
1,129.0,26,secondary education,1,married,0,M,civil servant,0,172040.23670250206,purchase of the house for my family,20-30,no deudor,con hijos,27000+,real estate,0
0,93.0,31,secondary education,1,married,0,F,partner,0,138117.45393890332,building a property,30-40,no deudor,sin hijos,27000+,real estate,0
2,146.0,40,secondary education,1,married,0,M,employee,0,254968.2565322441,building a property,40-50,no deudor,con hijos,27000+,real estate,0
0,14135.0,60,secondary education,1,married,0,F,retiree,0,139772.77890116675,transactions with my real estate,60+,no deudor,sin hijos,27000+,real estate,0
